N,P,K,temperature,humidity,ph,rainfall,label,land_size,water_supply,preference_cereals,preference_vegetables,preference_fruits
136.05,28.35,61.37,29.12,92.13,6.41,115.74,Pumpkin,0.594,0,0,0,1
100.77,19.09,51.93,29.63,90.1,6.08,182.63,Pumpkin,0.607,1,0,0,1
122.22,28.71,58.49,29.81,90.37,6.12,3.1,Pumpkin,0.19,0,0,0,1
89.57,20.53,50.0,27.72,90.94,6.7,45.44,Pumpkin,0.477,0,0,0,1
97.7,25.3,47.29,29.26,92.92,6.09,126.75,Pumpkin,0.485,0,0,0,1
95.95,17.74,53.31,29.73,94.3,6.37,57.44,Pumpkin,0.393,1,0,0,1
113.2,29.83,54.14,28.91,90.78,6.43,2.82,Pumpkin,0.405,1,0,0,1
124.6,26.81,57.11,28.96,93.88,6.47,6.56,Pumpkin,0.123,0,0,0,1
93.12,11.4,45.18,28.59,91.34,6.09,93.84,Pumpkin,0.233,1,0,0,1
109.14,29.64,60.1,27.34,90.7,6.15,60.83,Pumpkin,0.755,0,0,0,1
73.33,14.05,53.74,29.9,90.75,6.65,2.08,Pumpkin,0.231,1,0,0,1
71.95,24.79,41.49,27.43,90.03,6.38,7.4,Pumpkin,0.724,1,0,0,1
102.71,8.65,53.87,29.56,90.71,6.73,5.25,Pumpkin,0.559,1,0,0,1
107.4,10.59,49.39,29.84,93.76,6.13,20.98,Pumpkin,0.229,1,0,0,1
111.33,20.89,56.07,28.54,91.73,6.16,45.61,Pumpkin,0.687,1,0,0,1
93.35,13.76,58.77,27.12,94.87,6.44,7.49,Pumpkin,0.763,1,0,0,1
104.46,24.81,61.19,27.84,91.61,6.73,8.45,Pumpkin,0.273,0,0,0,1
100.14,25.64,45.74,29.03,91.82,6.24,4.74,Pumpkin,0.674,0,0,0,1
97.05,19.93,52.03,27.82,90.57,6.27,7.84,Pumpkin,0.561,0,0,0,1
101.95,11.42,51.63,27.73,92.01,6.35,57.46,Pumpkin,0.947,1,0,0,1
88.15,11.03,60.03,28.7,94.31,6.0,3.29,Pumpkin,0.104,1,0,0,1
100.37,23.07,55.83,29.73,90.97,6.34,124.63,Pumpkin,0.809,1,0,0,1
90.9,9.82,58.03,29.54,92.92,6.16,5.93,Pumpkin,0.679,1,0,0,1
117.75,21.27,56.65,28.8,91.78,6.12,53.1,Pumpkin,0.865,0,0,0,1
115.82,23.1,39.69,27.29,90.53,6.13,1.96,Pumpkin,0.809,1,0,0,1
124.5,18.68,53.32,27.47,94.88,6.44,33.69,Pumpkin,0.19,0,0,0,1
91.83,19.48,44.82,29.49,94.73,6.19,33.92,Pumpkin,0.386,0,0,0,1
111.31,7.92,42.0,27.79,92.51,6.16,31.72,Pumpkin,0.842,0,0,0,1
94.45,25.2,46.13,29.13,91.52,6.78,9.19,Pumpkin,0.215,1,0,0,1
96.68,20.5,49.37,27.93,93.56,6.43,34.2,Pumpkin,0.701,0,0,0,1
121.36,14.23,39.46,29.46,92.13,6.71,1.56,Pumpkin,0.607,0,0,0,1
139.48,10.84,47.68,27.97,92.17,6.01,8.34,Pumpkin,0.662,0,0,0,1
100.4,13.91,58.12,29.49,91.08,6.37,12.41,Pumpkin,0.307,0,0,0,1
104.19,8.59,46.04,29.47,90.77,6.67,18.2,Pumpkin,0.203,1,0,0,1
104.92,14.85,37.93,27.08,90.14,6.75,74.46,Pumpkin,0.708,1,0,0,1
100.45,6.41,36.45,27.3,90.8,6.03,2.83,Pumpkin,0.139,1,0,0,1
95.83,6.03,42.42,29.83,90.79,6.4,56.49,Pumpkin,0.132,0,0,0,1
106.67,17.95,47.63,29.93,93.23,6.45,9.52,Pumpkin,0.234,0,0,0,1
68.41,27.89,55.95,29.94,93.91,6.25,11.03,Pumpkin,0.371,0,0,0,1
102.09,5.52,39.41,28.03,91.47,6.27,64.88,Pumpkin,0.172,1,0,0,1
101.48,5.19,62.17,29.88,94.04,6.14,35.38,Pumpkin,0.18,0,0,0,1
124.35,16.7,63.82,27.71,92.91,6.19,2.48,Pumpkin,0.921,0,0,0,1
78.0,11.55,47.38,29.79,94.65,6.33,152.67,Pumpkin,0.513,0,0,0,1
120.22,14.38,53.95,28.58,92.87,6.21,10.04,Pumpkin,0.936,1,0,0,1
100.04,24.94,48.25,29.48,90.34,6.64,78.34,Pumpkin,0.86,0,0,0,1
92.4,11.76,41.74,27.51,94.96,6.69,177.07,Pumpkin,0.278,1,0,0,1
120.49,20.3,41.64,28.05,94.82,6.33,5.79,Pumpkin,0.659,1,0,0,1
113.34,10.79,49.99,29.03,93.13,6.36,95.27,Pumpkin,0.302,0,0,0,1
82.14,5.14,59.02,28.59,91.89,6.09,2.98,Pumpkin,0.841,1,0,0,1
94.02,19.61,37.14,27.09,93.42,6.78,28.75,Pumpkin,0.754,1,0,0,1
109.36,21.63,57.53,28.0,90.85,6.63,70.3,Pumpkin,0.945,1,0,0,1
69.96,15.03,62.01,27.87,91.15,6.48,56.85,Pumpkin,0.784,1,0,0,1
81.91,14.89,36.55,28.97,90.72,6.57,2.56,Pumpkin,0.954,0,0,0,1
106.27,31.37,45.98,28.88,92.49,6.17,96.03,Pumpkin,0.497,0,0,0,1
125.67,14.87,63.39,29.17,94.2,6.01,7.79,Pumpkin,0.88,1,0,0,1
84.98,23.43,45.33,29.34,90.02,6.54,1.46,Pumpkin,0.691,0,0,0,1
111.18,21.26,45.23,29.07,91.92,6.34,15.55,Pumpkin,0.11,1,0,0,1
126.79,21.74,45.38,28.68,92.51,6.15,83.96,Pumpkin,0.764,0,0,0,1
69.88,15.17,47.65,28.93,91.39,6.44,48.95,Pumpkin,0.295,0,0,0,1
101.11,17.03,50.62,28.0,91.64,6.55,9.68,Pumpkin,0.764,1,0,0,1
100.85,5.39,53.6,27.59,91.8,6.4,8.45,Pumpkin,0.39,1,0,0,1
81.8,19.42,41.13,29.87,90.61,6.19,64.05,Pumpkin,0.705,1,0,0,1
76.06,21.79,45.04,28.56,90.46,6.16,9.86,Pumpkin,0.251,0,0,0,1
87.63,30.41,62.37,29.19,91.46,6.66,23.83,Pumpkin,0.695,1,0,0,1
118.36,9.71,48.7,27.99,92.78,6.5,8.46,Pumpkin,0.281,1,0,0,1
80.92,15.29,48.24,28.05,91.82,6.71,8.91,Pumpkin,0.194,0,0,0,1
98.4,23.15,48.35,27.35,94.29,6.07,71.68,Pumpkin,0.29,1,0,0,1
130.66,7.05,43.41,29.34,94.55,6.42,5.11,Pumpkin,0.49,1,0,0,1
99.01,7.16,54.28,28.61,94.22,6.4,7.36,Pumpkin,0.895,1,0,0,1
71.44,26.52,54.2,27.05,91.35,6.38,33.48,Pumpkin,0.978,0,0,0,1
113.36,14.4,52.89,29.53,94.57,6.7,18.46,Pumpkin,0.718,1,0,0,1
79.18,28.27,50.63,28.5,93.47,6.57,7.9,Pumpkin,0.475,1,0,0,1
105.52,24.1,53.29,28.9,94.79,6.29,97.09,Pumpkin,0.71,1,0,0,1
92.76,15.7,45.2,27.05,91.38,6.45,39.4,Pumpkin,0.543,1,0,0,1
91.13,18.27,51.06,28.96,91.7,6.59,84.81,Pumpkin,0.4,1,0,0,1
23.5,132.09,180.05,22.75,90.69,5.52,27.37,Pineapple,0.728,1,0,0,1
6.5,141.06,165.64,23.85,94.35,6.13,9.63,Pineapple,0.136,0,0,0,1
11.27,145.0,205.0,22.61,94.59,6.23,1.58,Pineapple,0.331,0,0,0,1
9.18,103.94,205.0,21.19,91.13,6.32,8.37,Pineapple,0.28,1,0,0,1
21.04,124.84,183.05,23.41,91.7,5.59,24.62,Pineapple,0.397,1,0,0,1
28.82,120.19,192.39,22.86,93.13,5.82,6.02,Pineapple,0.797,1,0,0,1
24.12,132.52,202.38,22.48,93.41,5.77,24.71,Pineapple,0.41,1,0,0,1
0.0,141.59,194.33,22.03,92.96,5.79,2.16,Pineapple,0.22,1,0,0,1
23.98,145.0,205.0,21.91,91.69,6.5,5.46,Pineapple,0.314,1,0,0,1
1.08,120.47,172.25,23.71,93.27,5.66,113.48,Pineapple,0.118,0,0,0,1
30.09,103.8,158.88,21.38,92.72,5.57,58.64,Pineapple,0.191,1,0,0,1
23.46,143.88,205.0,22.85,94.32,6.08,1.5,Pineapple,0.551,0,0,0,1
15.1,132.6,205.0,23.11,92.8,6.38,125.0,Pineapple,0.843,1,0,0,1
8.32,135.33,200.93,23.25,94.54,5.87,157.73,Pineapple,0.281,1,0,0,1
0.0,111.68,205.0,23.67,90.49,5.71,44.4,Pineapple,0.22,1,0,0,1
32.9,134.83,171.17,23.77,90.6,5.8,15.83,Pineapple,0.756,1,0,0,1
36.83,143.53,170.36,23.34,91.48,6.28,38.18,Pineapple,0.381,1,0,0,1
34.47,132.75,175.52,22.64,90.18,5.7,59.65,Pineapple,0.557,1,0,0,1
36.7,120.71,205.0,22.46,94.76,5.61,44.41,Pineapple,0.336,0,0,0,1
6.31,127.45,162.62,22.96,93.58,5.86,6.48,Pineapple,0.609,1,0,0,1
36.1,106.02,188.45,21.07,93.57,6.04,3.7,Pineapple,0.516,1,0,0,1
27.25,137.32,166.74,22.44,92.71,5.69,57.1,Pineapple,0.692,1,0,0,1
1.65,145.0,189.75,22.71,90.45,5.67,44.77,Pineapple,1.0,1,0,0,1
31.41,134.99,205.0,21.7,93.44,5.75,22.47,Pineapple,0.297,0,0,0,1
24.39,128.11,181.41,22.43,92.49,5.8,38.46,Pineapple,0.131,1,0,0,1
33.17,145.0,205.0,21.26,92.84,5.82,74.19,Pineapple,0.682,1,0,0,1
12.47,131.01,198.72,22.92,94.9,6.28,9.06,Pineapple,0.541,0,0,0,1
20.97,115.31,168.31,22.81,91.52,6.03,186.89,Pineapple,0.288,1,0,0,1
10.08,133.62,205.0,21.12,90.69,5.64,3.11,Pineapple,0.755,1,0,0,1
5.65,145.0,198.62,21.11,90.32,5.56,156.8,Pineapple,0.521,1,0,0,1
33.09,144.48,205.0,23.6,90.98,5.6,5.59,Pineapple,0.951,1,0,0,1
2.07,99.78,194.9,23.13,94.71,5.89,11.94,Pineapple,0.43,0,0,0,1
9.39,145.0,193.1,22.98,93.32,5.88,8.07,Pineapple,0.987,1,0,0,1
8.3,123.57,176.15,22.13,90.98,6.39,6.24,Pineapple,0.977,1,0,0,1
22.54,134.07,164.77,22.54,91.48,5.71,9.48,Pineapple,0.97,0,0,0,1
22.93,145.0,196.6,22.49,91.7,5.8,90.71,Pineapple,0.589,0,0,0,1
18.32,127.5,205.0,22.36,94.48,6.05,1.11,Pineapple,0.978,0,0,0,1
14.21,108.73,174.12,22.21,93.51,6.44,41.21,Pineapple,0.619,0,0,0,1
22.06,115.16,205.0,22.45,94.74,5.62,9.44,Pineapple,0.804,1,0,0,1
29.02,142.77,164.04,22.77,92.12,6.44,2.86,Pineapple,0.342,0,0,0,1
30.54,131.71,205.0,22.19,90.03,6.16,30.16,Pineapple,0.937,1,0,0,1
22.32,145.0,205.0,23.61,91.7,5.81,81.42,Pineapple,0.759,0,0,0,1
18.97,139.11,205.0,23.86,94.92,5.77,71.44,Pineapple,0.281,1,0,0,1
4.62,116.13,169.34,21.42,92.63,6.18,160.19,Pineapple,0.5,1,0,0,1
1.98,142.79,202.85,22.37,90.79,5.74,3.65,Pineapple,0.671,0,0,0,1
14.48,145.0,205.0,24.0,91.61,5.82,97.26,Pineapple,0.617,1,0,0,1
33.99,110.42,205.0,21.8,92.73,5.55,75.59,Pineapple,0.171,0,0,0,1
26.27,130.92,205.0,23.8,92.8,6.02,103.52,Pineapple,0.305,0,0,0,1
17.11,139.75,193.69,23.71,91.53,5.63,57.54,Pineapple,0.683,1,0,0,1
15.31,137.32,200.65,23.34,90.38,5.81,16.45,Pineapple,0.547,1,0,0,1
10.02,145.0,205.0,22.31,90.04,5.73,14.35,Pineapple,0.78,1,0,0,1
16.72,119.6,195.77,23.5,92.21,5.67,5.59,Pineapple,0.345,0,0,0,1
25.68,111.51,180.2,23.46,91.46,5.68,7.8,Pineapple,0.523,0,0,0,1
29.52,145.0,205.0,23.06,92.4,6.25,41.93,Pineapple,0.297,1,0,0,1
2.03,109.06,177.03,22.47,91.23,6.02,66.59,Pineapple,0.101,1,0,0,1
2.32,137.88,190.87,22.7,92.82,5.53,89.34,Pineapple,0.439,1,0,0,1
26.15,145.0,171.39,23.67,93.9,5.95,28.29,Pineapple,0.111,0,0,0,1
29.53,110.73,184.78,22.5,92.46,6.13,5.06,Pineapple,0.485,0,0,0,1
28.55,145.0,174.63,23.83,90.84,6.41,86.12,Pineapple,0.561,1,0,0,1
24.03,144.16,180.54,23.64,93.74,6.16,6.95,Pineapple,0.196,0,0,0,1
26.91,127.42,177.66,21.41,92.99,5.88,2.71,Pineapple,0.768,0,0,0,1
43.45,118.46,194.9,22.85,94.58,5.94,7.3,Pineapple,0.459,1,0,0,1
5.6,138.85,192.49,22.98,93.85,5.97,74.91,Pineapple,0.52,1,0,0,1
29.77,136.24,204.8,21.2,90.81,5.67,3.41,Pineapple,0.416,1,0,0,1
15.3,121.92,190.98,23.87,90.5,5.88,11.17,Pineapple,0.995,0,0,0,1
32.33,145.0,205.0,21.04,94.34,6.09,3.09,Pineapple,0.485,0,0,0,1
13.68,145.0,205.0,22.62,93.52,5.9,21.62,Pineapple,0.566,1,0,0,1
22.06,113.69,205.0,21.45,90.75,6.11,2.86,Pineapple,0.909,0,0,0,1
24.06,145.0,188.57,22.81,92.13,6.21,135.02,Pineapple,0.816,1,0,0,1
3.23,145.0,188.9,21.98,91.13,6.14,37.53,Pineapple,0.572,0,0,0,1
12.31,125.75,204.66,22.53,92.55,6.37,35.91,Pineapple,0.664,0,0,0,1
5.7,128.39,186.31,22.36,91.92,6.26,83.71,Pineapple,0.84,0,0,0,1
8.58,126.32,188.29,21.2,92.16,6.28,85.37,Pineapple,0.515,1,0,0,1
7.97,137.45,205.0,23.88,93.45,5.51,5.39,Pineapple,0.88,1,0,0,1
2.04,140.48,200.53,22.78,94.37,5.68,98.12,Pineapple,0.444,1,0,0,1
31.61,124.77,205.0,22.19,92.44,5.83,89.32,Pineapple,0.176,1,0,0,1
25.33,145.0,183.83,22.91,90.7,5.6,2.67,Pineapple,0.949,0,0,0,1
26.57,108.03,205.0,23.09,90.23,6.1,76.26,Pineapple,0.826,1,0,0,1
12.38,125.54,190.97,21.72,92.84,6.06,10.57,Pineapple,0.644,1,0,0,1
16.03,114.05,194.54,22.44,91.59,6.16,14.59,Pineapple,0.812,1,0,0,1
31.81,119.48,191.27,21.13,91.96,5.81,12.79,Pineapple,0.111,1,0,0,1
34.54,145.0,171.24,22.72,92.25,5.99,38.89,Pineapple,0.728,1,0,0,1
8.77,123.75,205.0,23.75,92.88,5.57,43.61,Pineapple,0.989,1,0,0,1
34.16,143.96,205.0,23.76,93.66,5.97,16.61,Pineapple,0.415,1,0,0,1
25.75,106.02,205.0,22.13,94.68,6.06,8.96,Pineapple,0.365,0,0,0,1
34.23,125.51,205.0,21.17,90.24,5.9,2.11,Pineapple,0.273,1,0,0,1
11.22,124.57,205.0,22.36,91.16,6.12,18.86,Pineapple,0.994,1,0,0,1
1.03,143.66,205.0,22.78,92.7,5.62,37.6,Pineapple,0.696,1,0,0,1
0.0,142.97,185.96,21.23,90.1,5.52,6.71,Pineapple,0.139,0,0,0,1
34.32,142.04,173.35,23.16,90.34,5.73,8.81,Pineapple,0.257,0,0,0,1
35.95,141.12,193.69,22.43,93.92,5.89,94.64,Pineapple,0.895,1,0,0,1
25.3,138.65,205.0,23.64,90.95,5.56,16.53,Pineapple,0.201,1,0,0,1
33.85,145.0,176.1,22.29,90.69,6.22,3.08,Pineapple,0.462,0,0,0,1
13.7,145.0,204.05,23.35,90.9,6.07,83.15,Pineapple,0.535,1,0,0,1
28.86,145.0,196.34,22.04,94.58,6.23,2.92,Pineapple,0.92,0,0,0,1
47.56,125.61,200.34,23.81,92.49,5.89,3.64,Pineapple,0.8,0,0,0,1
20.52,118.0,205.0,22.32,90.85,5.73,95.81,Pineapple,0.67,1,0,0,1
35.05,145.0,205.0,22.14,93.83,6.4,20.11,Pineapple,0.415,0,0,0,1
36.99,129.81,205.0,23.65,94.51,6.5,4.82,Pineapple,0.875,0,0,0,1
9.04,145.0,205.0,22.17,90.27,6.23,37.5,Pineapple,0.815,1,0,0,1
23.68,28.49,11.75,15.78,92.51,6.35,161.5,Orange,0.556,0,0,0,1
38.4,5.17,11.27,26.03,91.51,7.51,92.91,Orange,0.232,0,0,0,1
22.84,13.26,5.29,13.36,91.36,7.34,3.66,Orange,0.973,1,0,0,1
6.3,14.56,7.76,18.88,92.04,7.81,27.36,Orange,0.717,1,0,0,1
20.4,5.75,9.45,29.48,91.58,7.13,24.12,Orange,0.828,1,0,0,1
21.1,23.28,10.41,28.07,92.91,6.08,98.59,Orange,0.737,0,0,0,1
4.78,19.75,17.44,25.67,92.05,7.41,6.11,Orange,0.197,1,0,0,1
0.0,16.6,11.35,29.77,92.01,7.21,6.1,Orange,0.461,0,0,0,1
32.83,27.06,16.02,30.55,90.9,7.19,66.39,Orange,0.34,1,0,0,1
12.46,18.94,6.69,23.96,90.26,7.37,1.11,Orange,0.303,1,0,0,1
18.62,18.19,15.32,23.98,91.55,7.46,70.92,Orange,0.607,1,0,0,1
26.98,14.2,6.76,25.26,90.31,6.82,9.94,Orange,0.194,0,0,0,1
6.37,9.15,10.92,31.08,90.14,7.03,8.03,Orange,0.379,1,0,0,1
19.4,8.09,10.96,14.78,91.22,6.12,6.59,Orange,0.415,1,0,0,1
23.92,19.77,6.12,26.57,94.45,6.29,6.1,Orange,0.811,0,0,0,1
9.81,10.75,7.73,24.86,94.39,6.56,8.11,Orange,0.887,1,0,0,1
33.02,7.18,5.73,34.51,93.64,7.16,8.45,Orange,0.877,0,0,0,1
26.14,15.71,5.15,24.12,90.72,6.95,7.97,Orange,0.488,1,0,0,1
13.92,4.73,6.68,23.85,90.11,7.47,7.05,Orange,0.859,1,0,0,1
16.88,8.5,8.39,24.6,91.28,7.6,14.44,Orange,0.419,1,0,0,1
4.04,12.02,5.4,15.63,94.26,7.56,1.73,Orange,0.794,1,0,0,1
0.0,20.49,13.08,19.34,91.98,6.36,92.37,Orange,0.784,0,0,0,1
9.35,6.15,9.27,28.26,91.98,6.93,57.86,Orange,0.988,1,0,0,1
4.66,25.01,5.26,22.68,93.36,7.48,10.29,Orange,0.283,1,0,0,1
36.67,13.58,8.32,21.03,92.96,7.68,130.85,Orange,0.192,1,0,0,1
31.1,6.53,12.25,33.23,91.06,7.83,46.58,Orange,0.585,1,0,0,1
23.73,24.45,12.94,22.3,92.16,6.44,5.75,Orange,0.915,1,0,0,1
12.4,14.03,4.93,11.5,94.89,6.95,5.73,Orange,0.275,0,0,0,1
9.22,7.47,14.86,14.34,94.36,7.99,14.84,Orange,0.755,1,0,0,1
5.09,15.24,15.3,33.11,93.48,7.43,7.91,Orange,0.358,1,0,0,1
25.79,23.78,16.38,30.49,90.46,7.78,27.57,Orange,0.63,1,0,0,1
38.86,13.61,13.12,30.26,92.03,6.05,5.0,Orange,0.207,0,0,0,1
9.1,12.99,5.87,12.23,90.26,7.11,88.83,Orange,0.678,1,0,0,1
16.95,12.17,8.89,10.01,90.22,6.22,29.67,Orange,0.341,0,0,0,1
16.79,7.65,8.58,22.79,90.61,6.42,38.08,Orange,0.929,0,0,0,1
0.0,12.43,6.36,20.18,90.65,6.97,6.6,Orange,0.603,0,0,0,1
5.22,27.76,6.03,30.72,94.01,6.01,73.83,Orange,0.115,1,0,0,1
6.47,7.05,11.46,24.36,92.4,6.6,58.12,Orange,0.16,0,0,0,1
9.47,4.32,5.13,21.21,91.35,7.82,94.83,Orange,0.443,0,0,0,1
0.83,16.64,5.78,10.79,91.38,6.82,3.33,Orange,0.312,1,0,0,1
0.87,33.49,10.41,11.9,91.35,7.29,98.23,Orange,0.963,0,0,0,1
0.0,23.0,17.82,22.57,93.37,7.6,41.18,Orange,0.225,0,0,0,1
22.71,31.56,10.55,18.87,93.25,6.16,4.64,Orange,0.598,1,0,0,1
36.88,12.68,10.95,17.34,93.05,7.19,77.57,Orange,0.682,1,0,0,1
36.31,20.35,8.43,34.91,92.88,7.42,55.66,Orange,0.879,0,0,0,1
42.1,22.1,7.11,24.54,91.91,6.49,162.12,Orange,0.105,0,0,0,1
26.87,15.32,15.31,13.84,91.75,6.04,9.29,Orange,0.817,1,0,0,1
9.44,10.13,8.72,22.36,93.52,6.01,7.61,Orange,0.565,0,0,0,1
13.1,16.84,8.68,34.74,93.12,6.95,29.32,Orange,0.451,1,0,0,1
16.39,8.34,12.79,11.55,94.15,7.91,7.7,Orange,0.653,1,0,0,1
24.32,11.09,4.5,23.13,91.95,7.64,69.45,Orange,0.416,1,0,0,1
0.87,15.51,8.33,29.98,94.55,7.53,4.77,Orange,0.164,0,0,0,1
21.23,4.05,8.82,20.88,90.94,6.25,1.32,Orange,0.577,0,0,0,1
15.07,22.58,9.08,17.25,91.14,6.54,182.08,Orange,0.766,0,0,0,1
27.12,12.34,6.47,15.83,91.68,7.65,57.97,Orange,0.786,0,0,0,1
3.34,5.34,8.27,23.01,91.12,6.71,7.0,Orange,0.651,1,0,0,1
16.86,17.77,16.66,16.4,92.18,6.63,4.08,Orange,0.215,0,0,0,1
10.24,17.93,9.11,24.45,93.11,6.53,86.28,Orange,0.168,0,0,0,1
36.92,32.31,9.15,31.88,91.15,6.45,46.02,Orange,0.318,1,0,0,1
42.45,28.88,8.78,31.35,91.48,7.18,80.44,Orange,0.453,1,0,0,1
34.2,26.77,14.39,18.05,90.04,7.02,5.49,Orange,0.884,1,0,0,1
10.81,6.49,7.22,30.85,92.87,6.39,41.78,Orange,0.762,1,0,0,1
11.55,34.65,13.56,22.46,91.53,7.57,193.64,Orange,0.539,1,0,0,1
29.87,10.97,10.75,13.7,90.96,7.61,80.05,Orange,0.43,1,0,0,1
15.27,25.08,13.87,20.49,93.72,7.14,95.48,Orange,0.995,0,0,0,1
40.95,16.94,7.39,13.21,94.03,6.35,23.31,Orange,0.754,1,0,0,1
14.85,33.31,10.77,32.32,93.68,6.2,49.53,Orange,0.82,1,0,0,1
33.14,24.51,13.4,20.68,90.92,7.83,106.38,Orange,0.558,1,0,0,1
42.61,22.54,10.09,31.53,90.51,6.4,8.39,Orange,0.882,1,0,0,1
44.53,7.92,12.15,25.35,91.81,7.99,56.56,Orange,0.146,1,0,0,1
30.07,5.66,14.1,17.67,91.7,6.58,38.74,Orange,0.267,1,0,0,1
19.34,11.22,7.78,12.59,91.82,6.21,49.67,Orange,0.366,1,0,0,1
20.5,17.29,9.7,11.87,93.68,6.98,35.65,Orange,0.924,0,0,0,1
5.24,9.11,4.5,11.03,92.23,6.56,17.53,Orange,0.592,0,0,0,1
22.12,8.26,14.01,25.3,94.96,7.26,39.96,Orange,0.884,1,0,0,1
29.41,21.52,13.04,32.24,90.15,6.46,3.6,Orange,0.524,0,0,0,1
15.91,16.33,12.2,17.68,94.36,6.7,10.93,Orange,0.242,1,0,0,1
30.03,20.48,14.01,10.27,90.19,7.4,199.36,Orange,0.107,0,0,0,1
26.29,13.53,5.79,17.22,94.79,6.91,2.84,Orange,0.317,1,0,0,1
14.49,17.99,4.25,19.67,90.5,7.76,2.31,Orange,0.677,1,0,0,1
35.04,23.09,10.5,10.36,93.76,7.8,30.49,Orange,0.614,0,0,0,1
21.49,7.94,9.82,27.26,91.71,6.97,32.19,Orange,0.896,0,0,0,1
25.36,6.12,9.74,34.59,92.13,6.73,2.23,Orange,0.605,1,0,0,1
24.94,28.22,11.53,32.4,94.52,6.6,65.28,Orange,0.959,0,0,0,1
6.06,20.31,8.03,10.16,91.22,6.47,84.28,Orange,0.661,0,0,0,1
19.23,21.06,7.28,21.49,93.44,6.41,4.12,Orange,0.705,1,0,0,1
8.23,16.61,10.74,16.53,94.77,6.48,77.71,Orange,0.671,1,0,0,1
18.02,27.58,11.47,31.85,90.12,6.41,5.18,Orange,0.903,0,0,0,1
18.4,13.33,9.74,28.05,90.01,6.55,18.34,Orange,0.997,0,0,0,1
27.21,11.85,11.33,31.75,94.6,7.36,2.8,Orange,0.577,1,0,0,1
20.75,33.21,9.25,29.07,93.27,7.37,32.4,Orange,0.81,1,0,0,1
31.61,20.05,10.93,19.14,90.71,7.85,57.98,Orange,0.255,1,0,0,1
14.15,7.45,8.79,16.15,91.44,8.0,140.02,Orange,0.614,1,0,0,1
38.74,11.56,13.15,34.05,92.06,6.73,8.48,Orange,0.168,0,0,0,1
6.5,10.42,9.31,34.51,90.56,7.79,3.74,Orange,0.758,0,0,0,1
25.14,24.88,5.22,32.72,90.55,7.66,140.53,Orange,0.241,0,0,0,1
10.84,8.84,9.93,25.16,92.55,7.11,8.4,Orange,0.628,1,0,0,1
6.78,7.02,6.4,27.68,94.47,7.2,4.78,Orange,0.997,1,0,0,1
40.98,18.19,15.91,21.35,90.95,7.87,55.33,Orange,0.105,1,0,0,1
31.89,30.27,8.9,11.7,93.26,7.57,4.15,Orange,0.355,0,0,0,1
69.59,66.47,45.77,35.21,91.5,6.79,1.43,Papaya,0.332,1,0,0,1
66.24,48.49,40.63,42.39,90.79,6.58,10.6,Papaya,0.72,1,0,0,1
37.28,41.59,63.18,38.42,91.14,6.75,36.08,Papaya,0.796,0,0,0,1
45.63,63.44,52.77,35.33,92.12,6.56,28.47,Papaya,0.458,1,0,0,1
32.75,56.51,44.02,42.92,90.08,6.94,75.13,Papaya,0.623,0,0,0,1
64.7,58.1,37.75,33.84,92.85,6.99,82.45,Papaya,0.746,1,0,0,1
63.69,71.83,51.8,33.2,92.76,6.98,4.9,Papaya,0.614,1,0,0,1
32.23,54.84,51.41,23.49,93.71,6.83,3.49,Papaya,0.558,1,0,0,1
39.38,56.43,63.19,29.34,90.82,6.74,5.81,Papaya,0.377,0,0,0,1
60.79,52.43,50.57,40.21,94.51,6.99,48.38,Papaya,0.621,0,0,0,1
50.11,49.56,47.97,42.13,91.7,6.76,7.07,Papaya,0.377,0,0,0,1
51.39,50.46,57.46,32.86,91.46,6.85,6.24,Papaya,0.81,1,0,0,1
36.77,65.37,61.2,29.81,91.38,6.74,7.14,Papaya,0.735,0,0,0,1
66.31,61.46,53.46,31.56,93.05,6.51,6.88,Papaya,0.337,0,0,0,1
79.24,66.24,54.46,36.32,93.06,6.99,129.57,Papaya,0.746,0,0,0,1
48.22,60.55,54.43,37.13,94.61,6.69,3.75,Papaya,0.222,1,0,0,1
57.8,51.9,43.9,38.44,93.64,6.54,48.24,Papaya,0.152,1,0,0,1
38.5,44.0,56.73,32.66,90.79,6.93,5.53,Papaya,0.906,1,0,0,1
47.49,74.91,42.99,27.93,91.56,6.72,66.4,Papaya,0.136,1,0,0,1
62.7,60.55,47.51,39.02,91.49,6.99,51.05,Papaya,0.624,1,0,0,1
39.85,45.08,55.1,32.51,94.66,6.7,4.19,Papaya,0.936,1,0,0,1
59.9,62.8,46.91,38.72,91.73,6.7,8.35,Papaya,0.832,1,0,0,1
68.55,69.13,55.7,43.3,92.83,6.64,40.16,Papaya,0.153,0,0,0,1
28.36,71.45,60.14,27.59,90.73,6.59,11.32,Papaya,0.627,0,0,0,1
29.26,56.52,45.68,40.79,92.91,6.56,3.84,Papaya,0.852,1,0,0,1
48.46,49.46,52.61,23.19,91.4,6.5,27.88,Papaya,0.317,1,0,0,1
27.2,75.71,62.17,32.68,92.62,6.8,42.79,Papaya,0.755,1,0,0,1
32.99,51.05,54.39,34.29,93.61,6.72,11.17,Papaya,0.395,1,0,0,1
59.59,55.33,50.23,39.3,94.16,6.57,76.75,Papaya,0.573,0,0,0,1
80.52,51.84,41.28,39.73,91.12,6.92,86.45,Papaya,0.905,1,0,0,1
41.67,63.01,53.46,39.23,91.26,6.52,3.2,Papaya,0.9,0,0,0,1
